,size,floor,district,metro,rooms,renovation,price,size_fuzz,floor_fuzz,metro_fuzz,rooms_fuzz,price_fuzz
340,46,10,Шевченківський,4413,2,fashion,56065,Normal,Normal,Far,Normal,Expensive
341,23,4,Дніпровський,1045,2,old,42975,Small,Low,Normal,Normal,Normal
342,97,7,Оболонський,4207,2,old,66562,Large,Normal,Far,Normal,Expensive
343,28,5,Подільський,3592,2,classic,77304,Small,Normal,Far,Normal,Expensive
344,44,2,Шевченківський,162,1,fashion,30331,Normal,Low,Near,Few,Normal
345,28,13,Подільський,1295,3,fashion,94801,Small,High,Normal,Normal,Expensive
346,22,16,Печерський,1972,1,classic,21772,Small,High,Normal,Few,Cheap
347,69,17,Подільський,1683,1,classic,46195,Large,High,Normal,Few,Normal
348,36,2,Соломянський,2819,2,new,43716,Normal,Low,Far,Normal,Normal
349,69,6,Дніпровський,4179,3,old,57088,Large,Normal,Far,Normal,Expensive
350,72,2,Святошинський,4602,2,classic,57314,Large,Low,Far,Normal,Expensive
351,90,3,Подільський,3787,2,old,24386,Large,Low,Far,Normal,Cheap
352,91,11,Деснянський,346,3,new,33866,Large,Normal,Near,Normal,Normal
353,87,24,Печерський,1482,3,fashion,88399,Large,High,Normal,Normal,Expensive
354,65,6,Печерський,887,1,fashion,20297,Normal,Normal,Normal,Few,Cheap
355,57,10,Святошинський,3575,1,fashion,29311,Normal,Normal,Far,Few,Cheap
356,52,12,Подільський,4407,3,fashion,96543,Normal,Normal,Far,Normal,Expensive
357,57,9,Деснянський,4910,1,classic,41820,Normal,Normal,Far,Few,Normal
358,82,17,Подільський,1978,1,old,74435,Large,High,Normal,Few,Expensive
359,62,8,Шевченківський,3429,1,new,90262,Normal,Normal,Far,Few,Expensive
360,69,4,Оболонський,2278,2,old,22542,Large,Low,Normal,Normal,Cheap
361,60,2,Печерський,4157,2,old,13170,Normal,Low,Far,Normal,Cheap
362,77,18,Святошинський,3385,1,fashion,63958,Large,High,Far,Few,Expensive
363,40,9,Дніпровський,3328,3,new,22707,Normal,Normal,Far,Normal,Cheap
364,68,23,Соломянський,1957,1,old,44514,Large,High,Normal,Few,Normal
365,88,3,Святошинський,4782,1,old,38566,Large,Low,Far,Few,Normal
366,75,21,Голосіївський,705,3,new,23192,Large,High,Normal,Normal,Cheap
367,88,1,Дніпровський,3231,3,classic,43621,Large,Low,Far,Normal,Normal
368,27,3,Оболонський,386,1,fashion,12421,Small,Low,Near,Few,Cheap
369,77,12,Дніпровський,1909,3,new,43671,Large,Normal,Normal,Normal,Normal
370,22,10,Подільський,4172,2,classic,45845,Small,Normal,Far,Normal,Normal
371,26,10,Голосіївський,260,2,classic,59736,Small,Normal,Near,Normal,Expensive
372,94,22,Соломянський,4209,2,classic,59067,Large,High,Far,Normal,Expensive
373,61,19,Печерський,2871,1,old,76864,Normal,High,Far,Few,Expensive
374,74,16,Голосіївський,2453,3,fashion,22232,Large,High,Normal,Normal,Cheap
375,37,8,Дніпровський,425,3,fashion,76983,Normal,Normal,Near,Normal,Expensive
376,63,17,Шевченківський,3343,2,fashion,74978,Normal,High,Far,Normal,Expensive
377,25,17,Соломянський,2785,2,new,76972,Small,High,Far,Normal,Expensive
378,96,1,Соломянський,1119,3,new,67120,Large,Low,Normal,Normal,Expensive
379,52,13,Оболонський,1406,3,fashion,39031,Normal,High,Normal,Normal,Normal
380,44,12,Святошинський,3834,2,classic,75238,Normal,Normal,Far,Normal,Expensive
381,50,2,Шевченківський,2258,2,fashion,74304,Normal,Low,Normal,Normal,Expensive
382,65,19,Голосіївський,4259,3,old,47649,Normal,High,Far,Normal,Normal
383,26,1,Печерський,3916,2,new,82996,Small,Low,Far,Normal,Expensive
384,25,5,Подільський,2793,2,old,93555,Small,Normal,Far,Normal,Expensive
385,55,9,Голосіївський,1170,1,new,25788,Normal,Normal,Normal,Few,Cheap
386,88,16,Подільський,966,1,new,14219,Large,High,Normal,Few,Cheap
387,75,19,Голосіївський,1666,2,classic,36330,Large,High,Normal,Normal,Normal
388,60,7,Печерський,951,2,classic,69938,Normal,Normal,Normal,Normal,Expensive
389,27,3,Подільський,115,1,old,25525,Small,Low,Near,Few,Cheap
390,70,17,Печерський,518,2,old,27182,Large,High,Normal,Normal,Cheap
391,76,2,Деснянський,2312,3,new,59557,Large,Low,Normal,Normal,Expensive
392,93,2,Шевченківський,4272,1,new,32253,Large,Low,Far,Few,Normal
393,62,24,Печерський,2680,2,fashion,43566,Normal,High,Far,Normal,Normal
394,59,12,Святошинський,971,2,fashion,26232,Normal,Normal,Normal,Normal,Cheap
395,83,1,Подільський,1205,1,fashion,24773,Large,Low,Normal,Few,Cheap
396,84,13,Печерський,4318,1,old,91721,Large,High,Far,Few,Expensive
397,92,11,Оболонський,4037,3,classic,26749,Large,Normal,Far,Normal,Cheap
398,80,3,Соломянський,1822,1,classic,43027,Large,Low,Normal,Few,Normal
399,80,20,Соломянський,2114,3,old,51389,Large,High,Normal,Normal,Expensive
400,96,14,Деснянський,527,3,old,76713,Large,High,Normal,Normal,Expensive
401,29,4,Дарницький,797,1,old,22346,Small,Low,Normal,Few,Cheap
402,26,12,Дніпровський,2246,2,old,33854,Small,Normal,Normal,Normal,Normal
403,56,8,Святошинський,120,2,classic,35396,Normal,Normal,Near,Normal,Normal
404,48,7,Дарницький,3487,2,new,36715,Normal,Normal,Far,Normal,Normal
405,64,3,Дарницький,4538,1,fashion,52369,Normal,Low,Far,Few,Expensive
406,22,4,Деснянський,189,2,classic,97052,Small,Low,Near,Normal,Expensive
407,55,24,Святошинський,4025,2,old,87312,Normal,High,Far,Normal,Expensive
408,58,15,Оболонський,4508,3,old,26219,Normal,High,Far,Normal,Cheap
409,60,22,Оболонський,2207,3,new,35994,Normal,High,Normal,Normal,Normal
410,28,6,Дарницький,3411,1,classic,44246,Small,Normal,Far,Few,Normal
411,59,11,Шевченківський,4060,1,new,50400,Normal,Normal,Far,Few,Expensive
412,54,14,Деснянський,1103,1,classic,98057,Normal,High,Normal,Few,Expensive
413,70,17,Деснянський,1380,2,classic,98811,Large,High,Normal,Normal,Expensive
414,44,12,Дніпровський,1018,2,classic,31294,Normal,Normal,Normal,Normal,Normal
415,94,16,Оболонський,752,3,old,46210,Large,High,Normal,Normal,Normal
416,35,18,Дніпровський,235,2,new,81069,Small,High,Near,Normal,Expensive
417,66,14,Святошинський,4921,2,fashion,52695,Large,High,Far,Normal,Expensive
418,88,12,Святошинський,3900,3,classic,15897,Large,Normal,Far,Normal,Cheap
419,96,1,Святошинський,4348,2,fashion,49495,Large,Low,Far,Normal,Normal
420,55,23,Оболонський,1997,1,old,11583,Normal,High,Normal,Few,Cheap
421,59,22,Голосіївський,3453,1,classic,25004,Normal,High,Far,Few,Cheap
422,84,21,Печерський,2979,2,old,38249,Large,High,Far,Normal,Normal
423,33,5,Дарницький,2386,3,new,45704,Small,Normal,Normal,Normal,Normal
424,84,11,Соломянський,2656,1,old,35206,Large,Normal,Far,Few,Normal
425,25,1,Соломянський,1811,3,old,91521,Small,Low,Normal,Normal,Expensive
426,93,15,Подільський,2780,2,fashion,37954,Large,High,Far,Normal,Normal
427,52,5,Шевченківський,758,2,classic,81967,Normal,Normal,Normal,Normal,Expensive
428,39,11,Святошинський,2636,3,classic,56603,Normal,Normal,Far,Normal,Expensive
429,61,18,Соломянський,4821,2,classic,44300,Normal,High,Far,Normal,Normal
430,52,11,Подільський,516,1,fashion,52145,Normal,Normal,Normal,Few,Expensive
431,65,1,Дарницький,2301,1,new,96973,Normal,Low,Normal,Few,Expensive
432,58,10,Дніпровський,1242,2,classic,18669,Normal,Normal,Normal,Normal,Cheap
433,21,19,Соломянський,1934,3,new,33856,Small,High,Normal,Normal,Normal
434,87,23,Соломянський,3504,1,old,92179,Large,High,Far,Few,Expensive
435,77,21,Деснянський,1982,3,new,53479,Large,High,Normal,Normal,Expensive
436,67,3,Голосіївський,4796,3,classic,28754,Large,Low,Far,Normal,Cheap
437,58,1,Деснянський,472,3,old,16490,Normal,Low,Near,Normal,Cheap
438,51,18,Голосіївський,3551,3,fashion,74489,Normal,High,Far,Normal,Expensive
439,83,2,Дарницький,1138,1,classic,52210,Large,Low,Normal,Few,Expensive
440,74,16,Подільський,4662,2,new,11609,Large,High,Far,Normal,Cheap
441,88,21,Голосіївський,407,3,classic,57412,Large,High,Near,Normal,Expensive
442,88,16,Дарницький,3572,2,old,63083,Large,High,Far,Normal,Expensive
443,64,15,Дарницький,2003,1,old,77356,Normal,High,Normal,Few,Expensive
444,23,6,Дарницький,1966,2,fashion,63669,Small,Normal,Normal,Normal,Expensive
445,40,13,Дарницький,271,1,old,52360,Normal,High,Near,Few,Expensive
446,71,14,Подільський,2544,3,new,52942,Large,High,Far,Normal,Expensive
447,73,17,Оболонський,316,1,old,21616,Large,High,Near,Few,Cheap
448,55,4,Подільський,551,1,old,79900,Normal,Low,Normal,Few,Expensive
449,73,23,Дарницький,1747,3,classic,70857,Large,High,Normal,Normal,Expensive
450,48,17,Дарницький,4783,1,old,84855,Normal,High,Far,Few,Expensive
451,91,8,Дарницький,2004,2,old,90063,Large,Normal,Normal,Normal,Expensive
452,83,22,Дніпровський,2576,3,old,89299,Large,High,Far,Normal,Expensive
453,53,9,Печерський,3320,1,fashion,56373,Normal,Normal,Far,Few,Expensive
454,70,17,Святошинський,3599,2,new,56440,Large,High,Far,Normal,Expensive
455,45,6,Шевченківський,4375,1,old,62717,Normal,Normal,Far,Few,Expensive
456,57,7,Святошинський,4801,2,fashion,24957,Normal,Normal,Far,Normal,Cheap
457,96,22,Шевченківський,327,2,new,95741,Large,High,Near,Normal,Expensive
458,33,20,Оболонський,2929,1,old,94233,Small,High,Far,Few,Expensive
459,77,18,Соломянський,3352,1,old,36948,Large,High,Far,Few,Normal
460,27,23,Дарницький,1554,3,classic,14861,Small,High,Normal,Normal,Cheap
461,50,24,Деснянський,3993,3,old,81600,Normal,High,Far,Normal,Expensive
462,20,16,Шевченківський,4518,2,new,83845,Small,High,Far,Normal,Expensive
463,29,2,Подільський,4580,2,new,29982,Small,Low,Far,Normal,Cheap
464,99,17,Дарницький,2081,3,fashion,41809,Large,High,Normal,Normal,Normal
465,35,15,Соломянський,1059,3,fashion,54222,Small,High,Normal,Normal,Expensive
466,39,4,Оболонський,466,1,old,54861,Normal,Low,Near,Few,Expensive
467,58,12,Святошинський,3778,1,old,65154,Normal,Normal,Far,Few,Expensive
468,84,10,Деснянський,3260,1,classic,28811,Large,Normal,Far,Few,Cheap
469,45,17,Печерський,300,2,classic,27825,Normal,High,Near,Normal,Cheap
470,88,11,Шевченківський,3247,3,classic,26196,Large,Normal,Far,Normal,Cheap
471,62,2,Деснянський,2630,3,new,31927,Normal,Low,Far,Normal,Normal
472,63,6,Печерський,232,3,classic,15168,Normal,Normal,Near,Normal,Cheap
473,79,24,Деснянський,1788,1,classic,28111,Large,High,Normal,Few,Cheap
474,39,19,Подільський,567,1,fashion,22580,Normal,High,Normal,Few,Cheap
475,69,20,Святошинський,799,2,old,11436,Large,High,Normal,Normal,Cheap
476,67,13,Печерський,1422,2,new,34774,Large,High,Normal,Normal,Normal
477,34,7,Дніпровський,2973,2,classic,23689,Small,Normal,Far,Normal,Cheap
478,95,23,Подільський,3104,1,fashion,56689,Large,High,Far,Few,Expensive
479,43,15,Дарницький,1110,3,old,72882,Normal,High,Normal,Normal,Expensive
480,98,13,Соломянський,2971,3,old,71652,Large,High,Far,Normal,Expensive
481,99,15,Подільський,2826,1,fashion,73181,Large,High,Far,Few,Expensive
482,90,1,Голосіївський,3858,3,new,53314,Large,Low,Far,Normal,Expensive
483,47,5,Оболонський,1612,2,classic,28238,Normal,Normal,Normal,Normal,Cheap
484,68,6,Шевченківський,4939,2,classic,15245,Large,Normal,Far,Normal,Cheap
485,64,24,Дарницький,716,2,new,49409,Normal,High,Normal,Normal,Normal
486,92,23,Дніпровський,2023,1,fashion,66143,Large,High,Normal,Few,Expensive
487,79,24,Соломянський,2381,2,new,75068,Large,High,Normal,Normal,Expensive
488,97,15,Святошинський,894,2,new,20400,Large,High,Normal,Normal,Cheap
489,34,7,Печерський,1302,3,fashion,38076,Small,Normal,Normal,Normal,Normal
490,62,7,Святошинський,1212,2,fashion,55242,Normal,Normal,Normal,Normal,Expensive
491,20,7,Подільський,4834,1,fashion,41157,Small,Normal,Far,Few,Normal
492,94,13,Голосіївський,1822,1,classic,81598,Large,High,Normal,Few,Expensive
493,82,5,Оболонський,1155,1,fashion,12475,Large,Normal,Normal,Few,Cheap
494,31,13,Соломянський,2548,3,new,87534,Small,High,Far,Normal,Expensive
495,45,13,Святошинський,1712,3,old,94860,Normal,High,Normal,Normal,Expensive
496,78,6,Подільський,2011,3,new,85047,Large,Normal,Normal,Normal,Expensive
497,40,21,Соломянський,4757,1,new,86239,Normal,High,Far,Few,Expensive
498,38,22,Святошинський,2252,1,new,45184,Normal,High,Normal,Few,Normal
499,44,24,Святошинський,851,2,fashion,22072,Normal,High,Normal,Normal,Cheap
500,79,24,Голосіївський,1909,2,old,20981,Large,High,Normal,Normal,Cheap
501,53,5,Дарницький,4558,1,fashion,22657,Normal,Normal,Far,Few,Cheap
502,78,8,Голосіївський,2629,3,old,95579,Large,Normal,Far,Normal,Expensive
503,51,4,Соломянський,1039,3,fashion,14645,Normal,Low,Normal,Normal,Cheap
504,51,21,Шевченківський,206,3,classic,22525,Normal,High,Near,Normal,Cheap
505,88,8,Печерський,4604,1,new,69559,Large,Normal,Far,Few,Expensive
506,86,4,Дарницький,3208,1,classic,24001,Large,Low,Far,Few,Cheap
507,80,13,Голосіївський,3167,2,old,36007,Large,High,Far,Normal,Normal
508,80,9,Святошинський,2371,2,classic,68417,Large,Normal,Normal,Normal,Expensive
509,69,21,Дніпровський,801,2,old,46958,Large,High,Normal,Normal,Normal
510,54,1,Шевченківський,1191,3,new,51705,Normal,Low,Normal,Normal,Expensive
511,97,18,Соломянський,1113,2,old,66805,Large,High,Normal,Normal,Expensive
512,24,11,Голосіївський,2858,3,fashion,17230,Small,Normal,Far,Normal,Cheap
513,93,6,Соломянський,4455,3,new,73961,Large,Normal,Far,Normal,Expensive
514,54,13,Шевченківський,3730,1,fashion,38709,Normal,High,Far,Few,Normal
515,20,3,Печерський,834,1,old,25408,Small,Low,Normal,Few,Cheap
516,40,15,Соломянський,3708,1,old,18484,Normal,High,Far,Few,Cheap
517,63,23,Подільський,3375,3,old,22168,Normal,High,Far,Normal,Cheap
518,51,21,Печерський,357,3,old,76812,Normal,High,Near,Normal,Expensive
519,39,14,Голосіївський,2920,1,old,96614,Normal,High,Far,Few,Expensive
520,38,4,Соломянський,1648,3,fashion,99184,Normal,Low,Normal,Normal,Expensive
521,56,24,Соломянський,4140,3,classic,27967,Normal,High,Far,Normal,Cheap
522,26,18,Деснянський,284,3,fashion,87851,Small,High,Near,Normal,Expensive
523,98,8,Голосіївський,4816,2,old,14859,Large,Normal,Far,Normal,Cheap
524,31,13,Деснянський,4958,1,new,17105,Small,High,Far,Few,Cheap
525,29,5,Подільський,2075,1,classic,22659,Small,Normal,Normal,Few,Cheap
526,80,20,Подільський,1335,3,old,28218,Large,High,Normal,Normal,Cheap
527,33,12,Соломянський,837,3,old,61048,Small,Normal,Normal,Normal,Expensive
528,81,16,Подільський,2713,1,classic,93207,Large,High,Far,Few,Expensive
529,46,11,Святошинський,681,1,new,96888,Normal,Normal,Normal,Few,Expensive
530,94,1,Голосіївський,2407,1,old,49817,Large,Low,Normal,Few,Normal
531,55,4,Святошинський,4918,3,fashion,37838,Normal,Low,Far,Normal,Normal
532,50,2,Голосіївський,3634,2,old,34781,Normal,Low,Far,Normal,Normal
533,33,23,Дніпровський,4597,1,classic,48778,Small,High,Far,Few,Normal
